enter_time,complete_time
1610175640410360,1610175670044351
1610175640410424,1610175670100538
1610175640410483,1610175670156758
1610175640410540,1610175670212794
1610175640410603,1610175670268961
1610175640410664,1610175670325160
1610175640410726,1610175670381245
1610175640410787,1610175670437241
1610175640410849,1610175670493299
1610175640410907,1610175670549573
1610175640410965,1610175670621511
1610175640411032,1610175670677629
1610175640411093,1610175670733767
1610175640411179,1610175670789829
1610175640411243,1610175670846043
1610175640411305,1610175670901864
1610175640411365,1610175670957778
1610175640411426,1610175671013713
1610175640411487,1610175671069699
1610175640411554,1610175671129891
1610175640411621,1610175671189523
1610175640411683,1610175671249134
1610175640411749,1610175671308489
1610175640411812,1610175671368121
1610175640411871,1610175671428314
1610175640411931,1610175671487804
1610175640411993,1610175671547267
1610175640412054,1610175671606896
1610175640412119,1610175671666325
1610175640412191,1610175671725773
1610175640412253,1610175671787900
1610175640412313,1610175671847714
1610175640412375,1610175671907506
1610175640412438,1610175671966975
1610175640412500,1610175672026429
1610175640412566,1610175672086169
1610175640412635,1610175672145531
1610175640412698,1610175672204760
1610175640412761,1610175672264433
1610175640412826,1610175672323872
1610175640412887,1610175672402747
1610175640412952,1610175672462258
1610175640413018,1610175672521825
1610175640413089,1610175672581516
1610175640413175,1610175672640775
1610175640413251,1610175672700308
1610175640413341,1610175672759675
1610175640413438,1610175672819200
1610175640413518,1610175672878621
1610175640413587,1610175672938043
1610175640413661,1610175672997696
1610175640413733,1610175673057113
1610175640413796,1610175673116539
1610175640413857,1610175673175965
1610175640413921,1610175673235420
1610175640413983,1610175673294747
1610175640414047,1610175673354062
1610175640414111,1610175673413891
1610175640414192,1610175673473649
1610175640414258,1610175673533214
1610175640414328,1610175673592938
1610175640414391,1610175673652474
1610175640414456,1610175673711919
1610175640414522,1610175673771393
1610175640414589,1610175673831098
1610175640414660,1610175673890801
1610175640414726,1610175673950381
1610175640414790,1610175674009672
1610175640414852,1610175674069101
1610175640414919,1610175674128766
1610175640414984,1610175674188220
1610175640415055,1610175674247573
1610175640415140,1610175674307003
1610175640415212,1610175674366500
1610175640415285,1610175674425887
1610175640415349,1610175674485288
1610175640415417,1610175674544673
1610175640415489,1610175674604201
1610175640415557,1610175674663775
1610175640415634,1610175674723651
1610175640415704,1610175674782978
1610175640415774,1610175674842402
1610175640415841,1610175674902008
1610175640415914,1610175674961559
1610175640415979,1610175675021182
1610175640416048,1610175675080667
1610175640416119,1610175675140541
1610175640416184,1610175675199911
1610175640416249,1610175675259465
1610175640416317,1610175675319278
1610175640416391,1610175675379039
1610175640416457,1610175675438932
1610175640416537,1610175675498650
1610175640416606,1610175675558361
1610175640416677,1610175675618073
1610175640416752,1610175675677862
1610175640416823,1610175675737597
1610175640416891,1610175675797115
1610175640416961,1610175675856546
1610175640417036,1610175675916004
1610175640417114,1610175675979202
1610175640417189,1610175676042291
1610175640417260,1610175676105398
1610175640417332,1610175676168639
1610175640417400,1610175676231664
1610175640417468,1610175676294712
1610175640417544,1610175676369167
1610175640417620,1610175676432536
1610175640417699,1610175676495729
1610175640417773,1610175676558985
1610175640417846,1610175676622130
1610175640417925,1610175676685338
1610175640418002,1610175676748765
1610175640418074,1610175676812193
1610175640418147,1610175676875395
1610175640418220,1610175676938351
1610175640418300,1610175677001492
1610175640418370,1610175677064527
1610175640418442,1610175677127547
1610175640418519,1610175677190612
1610175640418601,1610175677253947
1610175640418672,1610175677317080
1610175640418756,1610175677380245
1610175640418827,1610175677443769
1610175640418902,1610175677507131
1610175640418985,1610175677570454
1610175640419076,1610175677633742
1610175640419174,1610175677697045
1610175640419253,1610175677760503
1610175640419330,1610175677823823
1610175640419413,1610175677887200
1610175640419492,1610175677980683
1610175640419574,1610175678044163
1610175640419655,1610175678107774
1610175640419733,1610175678171077
1610175640419810,1610175678234400
1610175640419886,1610175678297368
1610175640419965,1610175678360486
1610175640420046,1610175678423595
1610175640420129,1610175678486769
1610175640420215,1610175678550166
1610175640420287,1610175678613299
1610175640420369,1610175678676638
1610175640420447,1610175678739918
1610175640420526,1610175678803202
1610175640420617,1610175678866324
1610175640420701,1610175678929401
1610175640420788,1610175678992925
1610175640420868,1610175679056203
1610175640420949,1610175679119414
1610175640421027,1610175679182633
1610175640421114,1610175679245952
1610175640421196,1610175679309198
1610175640421277,1610175679372537
1610175640421363,1610175679436138
1610175640421439,1610175679499715
1610175640421525,1610175679576143
1610175640421615,1610175679639287
1610175640421697,1610175679724627
1610175640421779,1610175679787883
1610175640421860,1610175679851076
1610175640421953,1610175679914401
